"id","text","author"
"id04115","The natural platform to which we had clambered was thickly overgrown with brambles, through which we soon discovered that it would have been impossible to force our way but for the scythe; and Jupiter, by direction of his master, proceeded to clear for us a path to the foot of an enormously tall tulip tree, which stood, with some eight or ten oaks, upon the level, and far surpassed them all, and all other trees which I had then ever seen, in the beauty of its foliage and form, in the wide spread of its branches, and in the general majesty of its appearance.","EAP"
"id02559","A careful search soon brought to light the hidden spring.","EAP"
"id22474","We passed through busy towns and cultivated plains.","MWS"
"id00094","When near the front door he seemed to think of something, and turned back in his flight, finally disappearing down the stairs to the cellar.","HPL"
"id23016","Pardon this gush of sorrow; these ineffectual words are but a slight tribute to the unexampled worth of Henry, but they soothe my heart, overflowing with the anguish which his remembrance creates.","MWS"
"id02572","""Is this your promised zeal?"" ""Pardon me,"" I said, ""but even as you speak, I am gone.""","MWS"
"id05116","The Hermes of Kalos stood in a marble shrine in Corinth, and the Pallas of Musides surmounted a pillar in Athens, near the Parthenon.","HPL"
"id19381","After an interval, however, we approached the pit again, and found the exhalations less unbearable.","HPL"
"id18316","I lost sight of her, and in about a quarter of an hour she returned bearing the pail, which was now partly filled with milk.","MWS"
"id14716","""It is certainly a strange place What is the meaning of yonder singular building?","EAP"
"id13313","No time or space can tear from my soul that which makes a part of it.","MWS"
"id07899","The third was green throughout, and so were the casements.","EAP"
"id15696","Those scars was it like that?""","HPL"
"id15196","And that look in the staring eyed faces of my grandmother and self slain uncle might be sheer fancy on my part sheer fancy, bolstered up by the Innsmouth shadow which had so darkly coloured my imagination.","HPL"
"id12339","He was great in dreams, portents, et id genus omne of rigmarole.","EAP"
"id19943","She was half mad from the effects of uncontrollable agitation.","MWS"
"id11447","But, there being no division, my first step was to ascertain the predominant letters, as well as the least frequent.","EAP"
"id15527","""I am very much surprised,"" I said, ""at what you tell me; for I made sure that, at this moment, no other method of treatment for mania existed in any portion of the country.""","EAP"
"id26715","They have three cornered cocked hats, purple waistcoats reaching down to their thighs, buckskin knee breeches, red stockings, heavy shoes with big silver buckles, long surtout coats with large buttons of mother of pearl.","EAP"
"id08714","Most men ruthlessly destroy the sacred veil, with which the female heart is wont to adorn the idol of its affections.","MWS"
"id21797","As I marked the placid expression that had settled on her countenance in death, I felt, in spite of the pangs of remorse, in spite of heart rending regret, that it was better to die so, than to drag on long, miserable years of repining and inconsolable grief.","MWS"
"id23059","Of scepticism there was none.","HPL"
"id00303","Warning me that many of the street signs were down, the youth drew for my benefit a rough but ample and painstaking sketch map of the town's salient features.","HPL"
"id08300","On the contrary, we not only indulged but encouraged them; and many of our most permanent cures have been thus effected.","EAP"
"id18673","I alluded to the coldness of her letters; but the few minutes we had spent together sufficiently explained the origin of this.","MWS"
"id22400","One secret which I alone possessed was the hope to which I had dedicated myself; and the moon gazed on my midnight labours, while, with unrelaxed and breathless eagerness, I pursued nature to her hiding places.","MWS"
"id10383","Over the seas there was a great victory, and in triumph most of the young men returned.","HPL"
"id22550","She returned no more to her husband, but, concealing from him her resurrection, fled with her lover to America.","EAP"
"id05071","I was for ever with him.","MWS"
"id21559","A length I found that he had altered his route; at first he had followed the London road; but now he changed it, and upon enquiry I found that the one which he now pursued led towards the sea.","MWS"
"id03746","I was their plaything and their idol, and something better their child, the innocent and helpless creature bestowed on them by heaven, whom to bring up to good, and whose future lot it was in their hands to direct to happiness or misery, according as they fulfilled their duties towards me.","MWS"
"id27277","But even if I were condemned to suffer on the scaffold for the same crimes, I would not change places with such a wretch.""","MWS"
"id20792","It is merely a very long rope which is suffered to trail from the car, and the effect of which is to prevent the balloon from changing its level in any material degree.","EAP"
"id12458","From no particular disposition of the men at one period of a game can we predicate their disposition at a different period.","EAP"
"id00027","You have no reason for concealment.","EAP"
"id15186","This ledge projected about eighteen inches, and was not more than a foot wide, while a niche in the cliff just above it, gave it a rude resemblance to one of the hollow backed chairs used by our ancestors.","EAP"
